question_id,paper_id,question,gold_answer,predicted_answer,retrieved_chunk_ids,retrieved_section_names,f1,idk,proxy_faithfulness,experiment,condition,exact_match,retrieved_chunk_ids_parsed,gold_evidence_flat,ecs
1405824a6845082eae0458c94c4affd7456ad0f7,1811.11136,Was the introduced LSTM+CNN model trained on annotated data in a supervised fashion?,yes,"Yes. The model was trained by minimizing the objective functions, specifically $\ell _{2}$ function for the tanh model and cross-entropy for the softmax model, using Adam optimization.","['1811.11136_3_0', '1811.11136_1_0', '1811.11136_2_0']","['Related Work', 'Our Proposed Methodology', 'Datasets and Experimental Results']",0.0,False,0.8636,exp4_chunksize,512,,"['1811.11136_3_0', '1811.11136_1_0', '1811.11136_2_0']","['We have provided baseline results for the accuracy of other models against datasets (as shown in Table 1 ) For training the softmax model, we divide the text sentiment to two kinds of emotion, positive and negative. And for training the tanh model, we convert the positive and negative emotion to [-1.0, 1.0] continuous sentiment score, while 1.0 means positive and vice versa. We also test our model on various models and calculate metrics such as accuracy, precision and recall and show the results are in Table 2 . Table 3 , Table 4 , Table 5 , Table 6 and Table 7 . Table 8 are more detail information with precisions and recall of our models against other datasets.', 'We train our models on Sentiment140 and Amazon product reviews. Both of these datasets concentrates on sentiment represented by a short text. Summary description of other datasets for validation are also as below:']",1.0
3c16d4cf5dc23223980d9c0f924cb9e4e6943f13,1908.06725,How do they select answer candidates for their QA task?,AMS method.,They put the two candidate paragraphs as candidate answers.,"['1908.06725_9_0', '1908.06725_0_0', '1908.06725_11_0']","['Winograd Schema Challenge', 'Introduction', 'Pre-training Strategy']",0.0,False,0.875,exp4_chunksize,512,,"['1908.06725_9_0', '1908.06725_0_0', '1908.06725_11_0']","['Each training sample is generated by three steps: align, mask and select, which we call as AMS method. Each sample in the dataset consists of a question and several candidate answers, which has the same form as the CommonsenseQA dataset. An example of constructing one training sample by masking concept $_2$ is shown in Table 2 .']",1.0
76405b76b930a5bbe895e9e96ce4a3cff1b0b1a1,2002.05104,What components are identified as core components for training VQA models?,pre-trained text representations transformer-based encoders together with GRU models attention mechanisms are paramount for learning top performing networks Top-Down is the preferred attention method,"The core components identified for training VQA models are: 

1. Image encoder 
2. Question representation 
3. Fusion and attention strategies","['2002.05104_11_0', '2002.05104_0_1', '2002.05104_8_0']","['Experimental Analysis ::: Attention Mechanism ::: Top-Down Attention', 'Introduction', 'Experimental Analysis ::: Image Encoder']",0.0,False,0.65,exp4_chunksize,512,,"['2002.05104_11_0', '2002.05104_0_1', '2002.05104_8_0']","['In this study we observed the actual impact of several components within VQA models. We have shown that transformer-based encoders together with GRU models provide the best performance for question representation. Notably, we demonstrated that using pre-trained text representations provide consistent performance improvements across several hyper-parameter configurations. We have also shown that using an object detector fine-tuned with external data provides large improvements in accuracy. Our experiments have demonstrated that even simple fusion strategies can achieve performance on par with the state-of-the-art. Moreover, we have shown that attention mechanisms are paramount for learning top performing networks, once they allow producing question-aware image representations that are capable of encoding spatial relations. It became clear that Top-Down is the preferred attention method, given its results with ReLU activation. It is is now clear that some configurations used in some architectures (e.g., additional RNN layers) are actually irrelevant and can be removed altogether without harming accuracy. For future work, we expect to expand this study in two main ways: (i) cover additional datasets, such as Visual Genome BIBREF37; and (ii) study in an exhaustive fashion how distinct components interact with each other, instead of observing their impact alone on the classification performance.']",0.0
5c4a2a3d6e02bcbeae784e439441524535916e85,1805.07513,Do they compare with the MAML algorithm?,no,I don't know.,"['1805.07513_2_4', '1805.07513_9_0', '1805.07513_2_0']","['Robust Task Clustering by Matrix Completion', 'Analysis', 'Robust Task Clustering by Matrix Completion']",0.0,True,0.0,exp4_chunksize,512,,"['1805.07513_2_4', '1805.07513_9_0', '1805.07513_2_0']","['We compare our method to the following baselines: (1) Single-task CNN: training a CNN model for each task individually; (2) Single-task FastText: training one FastText model BIBREF23 with fixed embeddings for each individual task; (3) Fine-tuned the holistic MTL-CNN: a standard transfer-learning approach, which trains one MTL-CNN model on all the training tasks offline, then fine-tunes the classifier layer (i.e. $\\mathrm {M}^{(cls)}$ Figure 1 (a)) on each target task; (4) Matching Network: a metric-learning based few-shot learning model trained on all training tasks; (5) Prototypical Network: a variation of matching network with different prediction function as Eq. 9 ; (6) Convex combining all single-task models: training one CNN classifier on each meta-training task individually and taking the encoder, then for each target task training a linear combination of all the above single-task encoders with Eq. ( 24 ). This baseline can be viewed as a variation of our method without task clustering. We initialize all models with pre-trained 100-dim Glove embeddings (trained on 6B corpus) BIBREF24 .']",0.0
ca4b66ffa4581f9491442dcec78ca556253c8146,1905.08949,Do they survey visual question generation work?,yes,"Yes, they survey visual question generation work, specifically categorizing it into grounded- and open-ended VQG.","['1905.08949_16_0', '1905.08949_0_0', '1905.08949_17_0']","['Wider Input Modalities', 'Introduction', 'Generation of Deep Questions']",0.0,False,0.7333,exp4_chunksize,512,,"['1905.08949_16_0', '1905.08949_0_0', '1905.08949_17_0']","['Visual Question Generation (VQG) is another emerging topic which aims to ask questions given an image. We categorize VQG into grounded- and open-ended VQG by the level of cognition. Grounded VQG generates visually grounded questions, i.e., all relevant information for the answer can be found in the input image BIBREF74 . A key purpose of grounded VQG is to support the dataset construction for VQA. To ensure the questions are grounded, existing systems rely on image captions to varying degrees. BIBREF75 and BIBREF76 simply convert image captions into questions using rule-based methods with textual patterns. BIBREF74 proposed a neural model that can generate questions with diverse types for a single image, using separate networks to construct dense image captions and to select question types.', 'In contrast to grounded QG, humans ask higher cognitive level questions about what can be inferred rather than what can be seen from an image. Motivated by this, BIBREF10 proposed open-ended VQG that aims to generate natural and engaging questions about an image. These are deep questions that require high cognition such as analyzing and creation. With significant progress in deep generative models, marked by variational auto-encoders (VAEs) and GANs, such models are also used in open-ended VQG to bring “creativity” into generated questions BIBREF77 , BIBREF78 , showing promising results. This also brings hope to address deep QG from text, as applied in NLG: e.g., SeqGAN BIBREF79 and LeakGAN BIBREF80 .']",1.0
be7f52c4f2bad20e728785a357c383853d885d94,1904.01608,What is the size of ACL-ARC datasets?,"includes 1,941 citation instances from 186 papers",I don't know.,"['1904.01608_14_0', '1904.01608_8_0', '1904.01608_10_0']","['Acknowledgments', 'Implementation', 'Results']",0.5,True,0.0,exp4_chunksize,512,,"['1904.01608_14_0', '1904.01608_8_0', '1904.01608_10_0']","['ACL-ARC is a dataset of citation intents released by BIBREF7 . The dataset is based on a sample of papers from the ACL Anthology Reference Corpus BIBREF15 and includes 1,941 citation instances from 186 papers and is annotated by domain experts in the NLP field. The data was split into three standard stratified sets of train, validation, and test with 85% of data used for training and remaining 15% divided equally for validation and test. Each citation unit includes information about the immediate citation context, surrounding context, as well as information about the citing and cited paper. The data includes six intent categories outlined in Table 2 .']",0.0
9e391c8325b48f6119ca4f3d428b1b2b037f5c13,1909.05017,Why did they choose WER as evaluation metric?,WER can reflect our model's effectiveness in generating questions that are similar to those of SQuAD WER can be used for initial analyses,"They chose WER as an evaluation metric because it is a measure of similarity at the word level between generated questions and the target questions from SQuAD, allowing them to assess the model's question formulating ability.","['1909.05017_4_0', '1909.05017_4_1', '1909.05017_4_2']","['Results and Discussion', 'Results and Discussion', 'Results and Discussion']",0.054054054054054,False,0.7879,exp4_chunksize,512,,"['1909.05017_4_0', '1909.05017_4_1', '1909.05017_4_2']","[""A low WER would indicate that a model-generated question is similar to the reference question, while a high WER means that the generated question differs significantly from the reference question. It should be noted that a high WER does not necessarily invalidate the generated question, as different questions can have the same answers, and there could be various ways of phrasing the same question. On the other hand, a situation with low WER of 1 could be due to the question missing a pertinent word to convey the correct idea. Despite these shortcomings in using WER as a metric of success, the WER can reflect our model's effectiveness in generating questions that are similar to those of SQuAD based on the given reading passage and answer. WER can be used for initial analyses that can lead to deeper insights as discussed further below.""]",1.0
a8e4522ce2ce7336e731286654d6ad0931927a4e,1910.02754,What is result of their Principal Component Analysis?,existing visual features aren't sufficient enough to expect benefits from the visual modality in NMT,"Most of the energy of the visual feature space resides in a low-dimensional subspace, indicating that a few directions disproportionately explain the variance.","['1910.02754_8_0', '1910.02754_0_0', '1910.02754_5_0']","['Results and Analysis ::: Discussion ::: PCA of Visual Features', 'Introduction', 'Results and Analysis']",0.0833333333333333,False,0.8947,exp4_chunksize,512,,"['1910.02754_8_0', '1910.02754_0_0', '1910.02754_5_0']","['Figure FIGREF14 (Top) shows the variance explained by the Top 100 principal components, obtained by applying PCA on the How2 and Multi30k training set visual features. The original feature dimensions are 2048 in both the cases. It is clear from the Figure FIGREF14 that most of the energy of the visual feature space resides in a low-dimensional subspace BIBREF14. In other words, there exist a few directions in the embedding space which disproportionately explain the variance. These ""common"" directions affect all of the embeddings in the same way, rendering them less discriminative. Figure FIGREF14 also shows the cumulative variance explained by Top 10, 20, 50 and 100 principal components respectively. It is clear that the visual features in the case of How2 dataset are much more dominated by the ""common"" dimensions, when compared to the Multi30k dataset. Further, this analysis is still at the sentence level, i.e. the visual features are much less discriminative among individual sentences, further aggravating the problem at the token level. This suggests that the existing visual features aren\'t sufficient enough to expect benefits from the visual modality in NMT, since they won\'t provide discriminativeness among the vocabulary elements at the token level during prediction. Further, this also indicates that under subword vocabulary such as BPE BIBREF15 or Sentence-Piece BIBREF16, the utility of such visual embeddings will only aggravate.']",1.0
7eb3852677e9d1fb25327ba014d2ed292184210c,2002.11268,How is the training data collected?,"from YouTube videos, with associated transcripts obtained from semi-supervised caption filtering from a Voice Search service","The training data is collected from YouTube and Voice Search. For YouTube, the training set consists of 120M utterances. For Voice Search, the training set consists of 21M utterances.","['2002.11268_12_0', '2002.11268_10_0', '2002.11268_13_0']","['Fine-tuning a YouTube-trained RNN-T using limited Voice Search audio data', 'Cross-domain evaluation: YouTube-trained RNN-T @!START@$\\rightarrow $@!END@ Voice Search ::: RNN-T and RNN-LM model settings', 'Discussion']",0.0,False,0.7368,exp4_chunksize,512,,"['2002.11268_12_0', '2002.11268_10_0', '2002.11268_13_0']","['Source-domain baseline RNN-T: approximately 120M segmented utterances (190,000 hours of audio) from YouTube videos, with associated transcripts obtained from semi-supervised caption filtering BIBREF28.', 'Source-domain normalizing RNN-LM: transcripts from the same 120M utterance YouTube training set. This corresponds to about 3B tokens of the sub-word units used (see below, Section SECREF30).', 'Target-domain RNN-LM: 21M text-only utterance-level transcripts from anonymized, manually transcribed audio data, representative of data from a Voice Search service. This corresponds to about 275M sub-word tokens.', 'Target-domain RNN-T fine-tuning data: 10K, 100K, 1M and 21M utterance-level {audio, transcript} pairs taken from anonymized, transcribed Voice Search data. These fine-tuning sets roughly correspond to 10 hours, 100 hours, 1000 hours and 21,000 hours of audio, respectively.', 'The following data sources were used to train the RNN-T and associated RNN-LMs in this study.']",0.6
f01aa192d97fa3cc36b6e316355dc5da0e9b97dc,1609.00081,What are the baselines model?,(i) Uniform (ii) SVR+W (iii) SVR+O (iv) C4.5SSL (v) GLM,"The baselines models are: 
(i) Uniform: assign 3 to all the references assuming equal intensity, 
(ii) SVR+W: recently proposed Support Vector Regression (SVR) with the feature set mentioned in BIBREF4, 
(iii) SVR+O: SVR model with our feature set, 
(iv) C4.5SSL: C4.5 semi-supervised algorithm with our feature set BIBREF23, 
(v) GLM: the traditional graph-based LP model with our feature set BIBREF9.","['1609.00081_7_0', '1609.00081_5_2', '1609.00081_5_0']","['Experimental Results', 'Features for Learning Model', 'Features for Learning Model']",0.0327868852459016,False,0.913,exp4_chunksize,512,,"['1609.00081_7_0', '1609.00081_5_2', '1609.00081_5_0']","[""Results of Predictive Models. For the purpose of evaluation, we report the average results after 10-fold cross-validation. Here we consider five baselines to compare with GraLap: (i) Uniform: assign 3 to all the references assuming equal intensity, (ii) SVR+W: recently proposed Support Vector Regression (SVR) with the feature set mentioned in BIBREF4 , (iii) SVR+O: SVR model with our feature set, (iv) C4.5SSL: C4.5 semi-supervised algorithm with our feature set BIBREF23 , and (v) GLM: the traditional graph-based LP model with our feature set BIBREF9 . Three metrics are used to compare the results of the competing models with the annotated labels: Root Mean Square Error (RMSE), Pearson's correlation coefficient ( INLINEFORM0 ), and coefficient of determination ( INLINEFORM1 ).""]",1.0
010e3793eb1342225857d3f95e147d8f8467192a,2001.02943,What are the sizes of both datasets?,"The Dutch section consists of 2,333,816 sentences and 53,487,257 words. The SONAR500 corpus consists of more than 500 million words obtained from different domains.","The Europarl dataset contains 103,871 sentences, while the SoNaR dataset contains 1,269,091 sentences.","['2001.02943_10_1', '2001.02943_10_0', '2001.02943_3_0']","['Discussion', 'Discussion', 'Preprocessing']",0.0,False,0.9,exp4_chunksize,512,,"['2001.02943_10_1', '2001.02943_10_0', '2001.02943_3_0']","['The datasets used for training, validation and testing contain sentences extracted from the Europarl corpus BIBREF1 and SoNaR corpus BIBREF2. The Europarl corpus is an open-source parallel corpus containing proceedings of the European Parliament. The Dutch section consists of 2,333,816 sentences and 53,487,257 words. The SoNaR corpus comprises two corpora: SONAR500 and SONAR1. The SONAR500 corpus consists of more than 500 million words obtained from different domains. Examples of text types are newsletters, newspaper articles, legal texts, subtitles and blog posts. All texts except for texts from social media have been automatically tokenized, POS tagged and lemmatized. It contains significantly more data and more varied data than the Europarl corpus. Due to the high amount of data in the corpus, only three subparts are used: Wikipedia texts, reports and newspaper articles. These subparts are chosen because the number of wrongly used die and dat is expected to be low.']",0.0
1c68d18b4b65c4d75dc199d2043079490f6310f8,1912.09152,What are the two PharmaCoNER subtasks?,Entity identification with offset mapping and concept indexing,"The two PharmaCoNER subtasks are:

1. Subtask 1: Identifying entities with offsets and mapping them to a predefined set of four classes (PROTEINAS, NORMALIZABLES, NO_NORMALIZABLES, and UNCLEAR).
2. Subtask 2: Providing a list of all SNOMED CT IDs (sctid) for entities occurring in the text, also known as concept indexing.","['1912.09152_6_0', '1912.09152_2_0', '1912.09152_0_1']","['Results', 'Resource building ::: SNOMED CT', 'Introduction']",0.0392156862745098,False,0.7273,exp4_chunksize,512,,"['1912.09152_6_0', '1912.09152_2_0', '1912.09152_0_1']","['Although the competition proposes two different scenarios, in fact, both are guided by the snomed ct ontology —for subtask 1, entities must be identified with offsets and mapped to a predefined set of four classes (PROTEINAS, NORMALIZABLES, NO_NORMALIZABLES and UNCLEAR); for subtask 2, a list of all snomed ct ids (sctid) for entities occurring in the text must be given, which has been called concept indexing by the shared task organizers. Moreover, PharmaCoNER organizers decided to promote snomed ct substance ids over product, procedure or other possible interpretations also available in this medical ontology for a given entity. This selection must be done even if the context clearly refers to a different concept, according to the annotation guidelines (henceforth, AnnotGuide) and the praxis. Finally, PROTEINAS is ranked as the first choice for substances in this category.']",1.0
372fbf2d120ca7a101f70d226057f9639bf1f9f2,1802.05574,What is the role of crowd-sourcing?,"Crowd workers were asked to mark whether a triple was correct, namely, did the triple reflect the consequence of the sentence.","The role of crowd-sourcing in this context is to annotate the triples extracted by OIE systems, specifically to mark whether a triple is correct or not, by determining if it reflects the consequence of the sentence.","['1802.05574_4_0', '1802.05574_4_1', '1802.05574_11_0']","['Annotation Process', 'Annotation Process', 'Conclusion']",0.054054054054054,False,0.6552,exp4_chunksize,512,,"['1802.05574_4_0', '1802.05574_4_1', '1802.05574_11_0']","['The sentences and their corresponding triples were then divided. Each task contained 10 sentences and all of their unique corresponding triples from a particular OIE systems. Half of the ten sentences were randomly selected from SCI and the other half were randomly selected from WIKI. Crowd workers were asked to mark whether a triple was correct, namely, did the triple reflect the consequence of the sentence. Examples of correct and incorrect triples were provided. Complete labelling instructions and the presentation of the HITS can be found with the dataset. All triples were labelled by at least 5 workers.']",1.0
c8b9b962e4d40c50150b2f8873a4004f25398464,1909.09268,What are the three limitations?,"High scores to semantically opposite translations/summaries, Low scores to semantically related translations/summaries and High scores to unintelligible translations/summaries.",I don't know.,"['1909.09268_1_0', '1909.09268_8_0', '1909.09268_10_0']","['Related Work ::: BLEU, ROUGE and n-gram matching approaches', 'Challenges with BLEU and ROUGE ::: Experiments ::: Experiments with carefully crafted sentences', 'Towards a robust data-driven approach ::: Metric Scorecard']",0.5,True,0.3333,exp4_chunksize,512,,"['1909.09268_1_0', '1909.09268_8_0', '1909.09268_10_0']","['Challenges with BLEU and ROUGE ::: Low score, similar meanings', 'Challenges with BLEU and ROUGE ::: High score, unintelligible sentences', 'Suppose that we have a reference summary s1. By adding a few negation terms to s1, one can create a summary s2 which is semantically opposite to s1 but yet has a high BLEU/ROUGE score.', 'Challenges with BLEU and ROUGE ::: High score, opposite meanings', 'In addition not to be sensitive to negation, BLEU and ROUGE score can give low scores to sentences with equivalent meaning. If s2 is a paraphrase of s1, the meaning will be the same ;however, the overlap between words in s1 and s2 will not necessarily be significant.', 'In this part, we discuss three significant limitations of BLEU and ROUGE. These metrics can assign: High scores to semantically opposite translations/summaries, Low scores to semantically related translations/summaries and High scores to unintelligible translations/summaries.', 'A third weakness of BLEU and ROUGE is that in their simplest implementations, they are insensitive to word permutation and can give very high scores to unintelligible sentences. Let s1 be ""On a morning, I saw a man running in the street."" and s2 be “On morning a, I saw the running a man street”. s2 is not an intelligible sentence. The unigram version of ROUGE and BLEU will give these 2 sentences a score of 1.']",0.2857
5e41516a27c587aa2f80dba8cf4c3f616174099b,1908.05763,How does their perturbation algorihm work?,same sentences after applying character level perturbations,"I don't know. The provided context does not mention the perturbation algorithm used. However, it does mention that the hamming distances between the projections of the perturbed versions of the same words are significantly smaller than the average distance of the word projections measured in the collision study.","['1908.05763_7_0', '1908.05763_0_0', '1908.05763_2_0']","['Perturbation Study ::: Discussion', 'Introduction', 'Collision Study']",0.0408163265306122,True,0.6857,exp4_chunksize,512,,"['1908.05763_7_0', '1908.05763_0_0', '1908.05763_2_0']","['Perturbation Study ::: Character Level Perturbation Operations ::: Word Level Perturbation Operations', 'duplicate(sentence, n): Similar to duplicate(word, n) above, we randomly duplicate a word in the sentence n times. Ex. transformation: This is a big cat. $\\rightarrow $ This is a big big cat.', 'Perturbation Study ::: Character Level Perturbation Operations', 'duplicate(word, n): We randomly duplicate a character in the word by n times. Ex. transformation: $sample \\rightarrow saample$.', 'In this section, we analyze the Hamming distance between the projections of the sentences from the enwik9 dataset and the corresponding projections of the same sentences after applying character level perturbations. We experiment with three types of character level perturbation BIBREF11 and two types of word level perturbation operations.', 'insert(word, n) : We randomly choose n characters from the character vocabulary and insert them at random locations into the input word. We however retain the first and last characters of the word as is. Ex. transformation: $sample \\rightarrow samnple$.', 'swap(word, n): We randomly swap the location of two characters in the word n times. As with the insert operation, we retain the first and last characters of the word as is and only apply the swap operation to the remaining characters. Ex. transformation: $sample \\rightarrow sapmle$.', 'swap(sentence, n): Similar to swap(word, n), we randomly swap the location of two words in the sentence n times. Ex. transformation: This is a big cat. $\\rightarrow $ This cat is big.', 'drop(sentence, n): We randomly drop n words from the sentence. Ex. transformation: This is a big cat. $\\rightarrow $ This is a cat.']",0.3333
e8e6986365f899dead0768ecf7b1eca8a2699f2f,1907.11062,Is there any ethical consideration in the research?,no,"Yes, ethics and fairness are important considerations in the research, and detection of individual and global bias should be prioritized to give useful feedbacks to practitioners.","['1907.11062_13_0', '1907.11062_12_0', '1907.11062_6_0']","['Conclusion and future directions', 'Attention visualization', 'Dataset']",0.0,False,0.8696,exp4_chunksize,512,,"['1907.11062_13_0', '1907.11062_12_0', '1907.11062_6_0']","['Last but not least, ethics and fairness are important considerations, that deserve to be studied. In that sense, detection of individual and global bias should be prioritized in order to give useful feedbacks to practitioners. Furthermore we are considering using adversarial learning as in BIBREF33 in order to ensure fairness during the training process.']",1.0
1e185a3b8cac1da939427b55bf1ba7e768c5dae4,1910.07601,What classification baselines are used for comparison?,VAE,The VAE baseline and the CJFS baseline are used for comparison.,"['1910.07601_11_0', '1910.07601_8_0', '1910.07601_9_0']","['Results and Discussion', 'Experimental Framework ::: Baselines', 'Experimental Framework ::: Evaluation Tasks']",0.0,False,0.8889,exp4_chunksize,512,,"['1910.07601_11_0', '1910.07601_8_0', '1910.07601_9_0']","['For the assessment of embedded vector quality our work also follows the same task types, namely phone classification and speaker recognition (details in §SECREF13), with identical task implementations as in the reference paper. It is important to note that phone classification differs from the widely reported phone recognition experiments on TIMIT. Classification uses phone boundaries which are assumed to be known. However, no contextual information is available, which is typically used in the recognition setups, by means of triphone models, or bigram language models. Therefore the task is often more difficult than recognition. The baseline performance for VAE based phone classification experiments in BIBREF17 report an accuracy of 72.2%. The re-implementation forming the basis for our work gave an accuracy of 72.0%, a result that was considered to provide a credible basis for further work.', 'Work on VAE in BIBREF17 to learn acoustic embeddings conducted experiments using the TIMIT data set. In particular the tasks of phone classification and speaker recognition where chosen. As work here is an extension of such work we we follow the experimentation, however with significant extensions (see Section SECREF13). With guidance from the authors of the original workBIBREF17 our own implementation of VAE was created and compared with the published performance - yielding near identical results. This implementation then was also used as the basis for CJFS and CJFA, as introduced in § SECREF6.']",1.0
a616a3f0d244368ec588f04dfbc37d77fda01b4c,2003.04866,What are the 12 languages covered?,"Chinese Mandarin, Welsh, English, Estonian, Finnish, French, Hebrew, Polish, Russian, Spanish, Kiswahili, Yue Chinese","The 12 languages covered are: 

1. English 
2. German 
3. French 
4. Russian 
5. Italian 
6. Dutch 
7. Chinese 
8. Portuguese 
9. Swedish 
10. Spanish 
11. Arabic 
12. Farsi","['2003.04866_4_1', '2003.04866_6_0', '2003.04866_17_2']","['Previous Work and Evaluation Data', 'Multi-SimLex: Translation and Annotation', 'Cross-Lingual Evaluation ::: Results and Discussion']",0.0,False,0.1379,exp4_chunksize,512,,"['2003.04866_4_1', '2003.04866_6_0', '2003.04866_17_2']","['Language Selection. Multi-SimLex comprises eleven languages in addition to English. The main objective for our inclusion criteria has been to balance language prominence (by number of speakers of the language) for maximum impact of the resource, while simultaneously having a diverse suite of languages based on their typological features (such as morphological type and language family). Table TABREF10 summarizes key information about the languages currently included in Multi-SimLex. We have included a mixture of fusional, agglutinative, isolating, and introflexive languages that come from eight different language families. This includes languages that are very widely used such as Chinese Mandarin and Spanish, and low-resource languages such as Welsh and Kiswahili. We hope to further include additional languages and inspire other researchers to contribute to the effort over the lifetime of this project.', 'FLOAT SELECTED: Table 1: The list of 12 languages in the Multi-SimLex multilingual suite along with their corresponding language family (IE = Indo-European), broad morphological type, and their ISO 639-3 code. The number of speakers is based on the total count of L1 and L2 speakers, according to ethnologue.com.']",0.5
e37c32fce68759b2272adc1e44ea91c1a7c47059,1909.08306,What dierse domains and languages are present in new datasets?,movies  restaurants English  Korean,"Movies and restaurants, and English and Korean.","['1909.08306_2_0', '1909.08306_0_1', '1909.08306_1_0']","['Cross Length Transfer ::: Benchmark Datasets', 'Introduction', 'Cross Length Transfer']",0.0,False,0.2,exp4_chunksize,512,,"['1909.08306_2_0', '1909.08306_0_1', '1909.08306_1_0']","['We provide three pairs of short/long datasets from different domains (movies and restaurants) and from different languages (English and Korean) suitable for the task: Mov_en, Res_en, and Mov_ko. Most of the datasets are from previous literature and are gathered differently The Mov_en datasets are gathered from different websites; the short dataset consists of hand-picked sentences by BIBREF19 from document-level reviews from the Rotten Tomatoes website, while the long dataset consists of reviews from the IMDB website obtained by BIBREF20. The Res_en dataset consists of reviews from Yelp, where the short dataset consists of reviews with character lengths less than 140 from BIBREF21, while reviews in the long dataset are gathered from BIBREF20. We also share new short/long datasets Mov_ko, which are gathered from two different channels, as shown in Figure FIGREF4, available in Naver Movies. Unlike previous datasets BIBREF9, BIBREF22 where they used polarity/binary (e.g., positive or negative) labels as classes, we also provide fine-grained classes, with five classes of different sentiment intensities (e.g., 1 is strong negative, 5 is strong positive), for Res_en and Mov_ko. Following the Cross Domain Transfer setting BIBREF9, BIBREF23, BIBREF24, we limit the size of the dataset to be small-scale to focus on the main task at hand. This ensures that models focus on the transfer task, and decrease the influence of other factors that can be found when using larger datasets. Finally, following BIBREF22, we provide additional unlabeled data for those models that need them BIBREF9, BIBREF23, except for the long dataset of Mov_ko, where the labeled reviews are very limited. We show the dataset statistics in Table TABREF9, and share the datasets here: https://github.com/rktamplayo/LeTraNets.']",1.0
a9337636b52de375c852682a2561af2c1db5ec63,1801.02073,Do they employ their indexing-based method to create a sample of a QA Wikipedia dataset?,yes,I don't know.,"['1801.02073_3_0', '1801.02073_1_0', '1801.02073_0_0']","['Answer Retrieval', 'Intrinsic Analysis', 'Introduction']",0.0,True,0.0,exp4_chunksize,512,,"['1801.02073_3_0', '1801.02073_1_0', '1801.02073_0_0']","['If there exists a sentence whose INLINEFORM0 , the paragraph consisting of that sentence is considered the silver-standard answer passage. Table TABREF3 shows how robust these silver-standard passages are based on human judgement ( INLINEFORM1 ) and how many passages are collected ( INLINEFORM2 ) for INLINEFORM3 , where the human judgement is performed on 50 random samples for each case. For answer retrieval, a dataset is created by INLINEFORM4 , which gives INLINEFORM5 accuracy and INLINEFORM6 coverage, respectively. Finally, each question is queried to Lucene and the top- INLINEFORM7 paragraphs are retrieved from the entire Wikipedia. If the answer sentence exists within those retrieved paragraphs according to the silver-standard, it is considered correct.']",1.0
decb07f9be715de024236e50dc7011a132363480,1610.0103,What exactly is new about this stochastic gradient descent algorithm?,"CNN model can be trained in a purely online setting. We first initialize the model parameters $\theta _0$ (line 1), which can be a trained model from other disaster events or it can be initialized randomly to start from scratch.

As a new batch of labeled tweets $B_t= \lbrace \mathbf {s}_1 \ldots \mathbf {s}_n \rbrace $ arrives, we first compute the log-loss (cross entropy) in Equation 11 for $B_t$ with respect to the current parameters $\theta _t$ (line 2a). Then, we use backpropagation to compute the gradients $f^{\prime }(\theta _{t})$ of the loss with respect to the current parameters (line 2b). Finally, we update the parameters with the learning rate $\eta _t$ and the mean of the gradients (line 2c). We take the mean of the gradients to deal with minibatches of different sizes. Notice that we take only the current minibatch into account to get an updated model. ","This stochastic gradient descent algorithm is new in that it takes the mean of the gradients to deal with minibatches of different sizes, and it only updates the model with the current minibatch, making it suitable for online learning.","['1610.01030_3_0', '1610.01030_2_2', '1610.01030_2_0']","['Online Learning', 'Convolutional Neural Network', 'Convolutional Neural Network']",0.0,False,0.7812,exp4_chunksize,512,,"['1610.01030_3_0', '1610.01030_2_2', '1610.01030_2_0']","['DNNs are usually trained with first-order online methods like stochastic gradient descent (SGD). This method yields a crucial advantage in crisis situations, where retraining the whole model each time a small batch of labeled data arrives is impractical. Algorithm ""Online Learning"" demonstrates how our CNN model can be trained in a purely online setting. We first initialize the model parameters $\\theta _0$ (line 1), which can be a trained model from other disaster events or it can be initialized randomly to start from scratch.', 'As a new batch of labeled tweets $B_t= \\lbrace \\mathbf {s}_1 \\ldots \\mathbf {s}_n \\rbrace $ arrives, we first compute the log-loss (cross entropy) in Equation 11 for $B_t$ with respect to the current parameters $\\theta _t$ (line 2a). Then, we use backpropagation to compute the gradients $f^{\\prime }(\\theta _{t})$ of the loss with respect to the current parameters (line 2b). Finally, we update the parameters with the learning rate $\\eta _t$ and the mean of the gradients (line 2c). We take the mean of the gradients to deal with minibatches of different sizes. Notice that we take only the current minibatch into account to get an updated model. Choosing a proper learning rate $\\eta _t$ can be difficult in practice. Several adaptive methods such as ADADELTA BIBREF6 , ADAM BIBREF7 , etc., have been proposed to overcome this issue. In our model, we use ADADELTA.']",1.0
69a7a6675c59a4c5fb70006523b9fe0f01ca415c,1811.01399,Which knowledge graph completion tasks do they experiment with?,link prediction  triplet classification,Two KG completion tasks.,"['1811.01399_0_0', '1811.01399_2_0', '1811.01399_0_1']","['Introduction', 'Inductive Embedding Models', 'Introduction']",0.0,False,1.0,exp4_chunksize,512,,"['1811.01399_0_0', '1811.01399_2_0', '1811.01399_0_1']","['We evaluate the effectiveness of our LAN model on two typical knowledge graph completion tasks, i.e., link prediction and triplet classification. We compare our LAN with two baseline aggregators, MEAN and LSTM, as described in the Encoder section. MEAN is used on behalf of pooling functions since it leads to the best performance in BIBREF9 ijcai2017-250. LSTM is used due to its large expressive capability BIBREF26 .']",0.0
