question_id,paper_id,question,gold_answer,predicted_answer,retrieved_chunk_ids,retrieved_section_names,f1,exact_match,idk,experiment,condition
372fbf2d120ca7a101f70d226057f9639bf1f9f2,1802.05574,What is the role of crowd-sourcing?,"Crowd workers were asked to mark whether a triple was correct, namely, did the triple reflect the consequence of the sentence.","The role of crowd-sourcing in this context is to annotate the triples extracted by OIE systems, specifically to mark whether a triple is correct or not, by determining if it reflects the consequence of the sentence.","['1802.05574_4_0', '1802.05574_4_1', '1802.05574_11_0']","['Annotation Process', 'Annotation Process', 'Conclusion']",0.05405405405405406,0.0,False,exp1_boundary,clean
c8b9b962e4d40c50150b2f8873a4004f25398464,1909.09268,What are the three limitations?,"High scores to semantically opposite translations/summaries, Low scores to semantically related translations/summaries and High scores to unintelligible translations/summaries.",I don't know.,"['1909.09268_1_0', '1909.09268_8_0', '1909.09268_10_0']","['Related Work ::: BLEU, ROUGE and n-gram matching approaches', 'Challenges with BLEU and ROUGE ::: Experiments ::: Experiments with carefully crafted sentences', 'Towards a robust data-driven approach ::: Metric Scorecard']",0.5,0.0,True,exp1_boundary,clean
5e41516a27c587aa2f80dba8cf4c3f616174099b,1908.05763,How does their perturbation algorihm work?,same sentences after applying character level perturbations,,"['1908.05763_7_0', '1908.05763_0_0', '1908.05763_2_0']","['Perturbation Study ::: Discussion', 'Introduction', 'Collision Study']",0.0,1.0,False,exp1_boundary,clean
e8e6986365f899dead0768ecf7b1eca8a2699f2f,1907.11062,Is there any ethical consideration in the research?,no,"Yes, ethics and fairness are important considerations in the research, and detection of individual and global bias should be prioritized to give useful feedbacks to practitioners.","['1907.11062_13_0', '1907.11062_12_0', '1907.11062_6_0']","['Conclusion and future directions', 'Attention visualization', 'Dataset']",0.0,0.0,False,exp1_boundary,boundary_cut
1e185a3b8cac1da939427b55bf1ba7e768c5dae4,1910.07601,What classification baselines are used for comparison?,VAE,The VAE baseline and the CJFS baseline are used for comparison.,"['1910.07601_11_0', '1910.07601_8_0', '1910.07601_9_0']","['Results and Discussion', 'Experimental Framework ::: Baselines', 'Experimental Framework ::: Evaluation Tasks']",0.0,0.0,False,exp1_boundary,clean
a616a3f0d244368ec588f04dfbc37d77fda01b4c,2003.04866,What are the 12 languages covered?,"Chinese Mandarin, Welsh, English, Estonian, Finnish, French, Hebrew, Polish, Russian, Spanish, Kiswahili, Yue Chinese","English and 11 other languages, but the specific 11 languages are not explicitly listed in the provided context. However, according to Table TABREF10, the 11 languages are: 

1. Chinese
2. Spanish
3. German
4. French
5. Russian
6. Italian
7. Dutch
8. Portuguese
9. Swedish
10. Arabic
11. Farsi
12. Welsh and Kiswahili are also mentioned as part of the project, but it seems they are not among the 11 languages initially covered.","['2003.04866_4_1', '2003.04866_6_0', '2003.04866_17_2']","['Previous Work and Evaluation Data', 'Multi-SimLex: Translation and Annotation', 'Cross-Lingual Evaluation ::: Results and Discussion']",0.0,0.0,False,exp1_boundary,clean
e37c32fce68759b2272adc1e44ea91c1a7c47059,1909.08306,What dierse domains and languages are present in new datasets?,movies  restaurants English  Korean,"Movies and restaurants, and English and Korean.","['1909.08306_2_0', '1909.08306_0_1', '1909.08306_1_0']","['Cross Length Transfer ::: Benchmark Datasets', 'Introduction', 'Cross Length Transfer']",0.0,0.0,False,exp1_boundary,clean
a9337636b52de375c852682a2561af2c1db5ec63,1801.02073,Do they employ their indexing-based method to create a sample of a QA Wikipedia dataset?,yes,,"['1801.02073_3_0', '1801.02073_1_0', '1801.02073_0_0']","['Answer Retrieval', 'Intrinsic Analysis', 'Introduction']",0.0,0.0,False,exp1_boundary,clean
decb07f9be715de024236e50dc7011a132363480,1610.01030,What exactly is new about this stochastic gradient descent algorithm?,"CNN model can be trained in a purely online setting. We first initialize the model parameters $\theta _0$ (line 1), which can be a trained model from other disaster events or it can be initialized randomly to start from scratch.

As a new batch of labeled tweets $B_t= \lbrace \mathbf {s}_1 \ldots \mathbf {s}_n \rbrace $ arrives, we first compute the log-loss (cross entropy) in Equation 11 for $B_t$ with respect to the current parameters $\theta _t$ (line 2a). Then, we use backpropagation to compute the gradients $f^{\prime }(\theta _{t})$ of the loss with respect to the current parameters (line 2b). Finally, we update the parameters with the learning rate $\eta _t$ and the mean of the gradients (line 2c). We take the mean of the gradients to deal with minibatches of different sizes. Notice that we take only the current minibatch into account to get an updated model. ","This stochastic gradient descent algorithm is new in that it takes the mean of the gradients to deal with minibatches of different sizes, and it only updates the model with the current minibatch, making it suitable for online learning.","['1610.01030_3_0', '1610.01030_2_2', '1610.01030_2_0']","['Online Learning', 'Convolutional Neural Network', 'Convolutional Neural Network']",0.0,0.0,False,exp1_boundary,clean
69a7a6675c59a4c5fb70006523b9fe0f01ca415c,1811.01399,Which knowledge graph completion tasks do they experiment with?,link prediction  triplet classification,Two KG completion tasks.,"['1811.01399_0_0', '1811.01399_2_0', '1811.01399_0_1']","['Introduction', 'Inductive Embedding Models', 'Introduction']",0.0,0.0,False,exp1_boundary,clean
dd155f01f6f4a14f9d25afc97504aefdc6d29c13,1811.00942,What aspects have been compared between various language models?,"Quality measures using perplexity and recall, and performance measured using latency and energy usage.",,"['1811.00942_5_0', '1811.00942_0_0', '1811.00942_1_0']","['Results and Discussion', 'Introduction', 'Background and Related Work']",0.0,1.0,False,exp1_boundary,clean
2870fbce43a3cf6daf982f720137c008b30c60dc,1908.08593,What handcrafter features-of-interest are used?,nouns verbs pronouns subjects objects negation words special BERT tokens,I don't know.,"['1908.08593_15_0', '1908.08593_2_0', '1908.08593_6_0']","['Experiments ::: Disabling self-attention heads ::: Results', 'Methodology', 'Experiments ::: Relation-specific heads in BERT']",0.5,0.0,True,exp1_boundary,clean
6d0f2cce46bc962c6527f7b4a77721799f2455c6,1608.02195,Do changes in policies of the political actors account for all of the mistakes the model made?,yes,"No. The text states that the mistakes the model makes can be associated with changes in the party policy, but it does not say that changes in policies account for all of the mistakes.","['1608.02195_10_1', '1608.02195_15_0', '1608.02195_10_0']","['Predicting political party affiliation', 'Conclusions, Limitations and Outlook', 'Predicting political party affiliation']",0.0,0.0,False,exp1_boundary,boundary_cut
16f33de90b76975a99572e0684632d5aedbd957c,1907.11907,Which dataset do they use?,"a reference corpus of 21,093 tokens and their correct lemmas",,"['1907.11907_5_0', '1907.11907_5_1', '1907.11907_4_0']","['Evaluation', 'Evaluation', 'System Description']",0.0,1.0,False,exp1_boundary,clean
c84590ba32df470a7c5343d8b99e541b217f10cf,1908.06083,What datasets are used?,The Wikipedia Toxic Comments dataset,"The datasets mentioned are:

1. A dataset of over 24,000 tweets labeled as containing hate speech, offensive language, or neither.
2. The TRAC shared task on Aggression Identification, a dataset of over 15,000 Facebook comments labeled with varying levels of aggression.
3. The Wikipedia Toxic Comments dataset (collected from Wikipedia Talk pages) featured in a Kaggle competition.","['1908.06083_1_0', '1908.06083_17_0', '1908.06083_27_0']","['Related Work', 'Single-Turn Task ::: Experimental Results ::: Break it Phase', 'Data Collection Interface Details']",0.034482758620689655,0.0,False,exp1_boundary,clean
981fd79dd69581659cb1d4e2b29178e82681eb4d,1706.00139,What is the difference of the proposed model with a standard RNN encoder-decoder?,"Introduce a ""Refinement Adjustment LSTM-based component"" to the decoder","The proposed model differs from a standard RNN encoder-decoder in that it introduces a Refinement Adjustment LSTM-based component (RALSTM) to the decoder side, which includes a Refinement cell, a traditional LSTM cell, and an Adjustment cell. This allows for better selection, aggregation, and control of semantic information.","['1706.00139_1_0', '1706.00139_0_0', '1706.00139_5_0']","['Related Work', 'Introduction', 'RALSTM Decoder']",0.04166666666666667,0.0,False,exp1_boundary,boundary_cut
a02696d4ab728ddd591f84a352df9375faf7d1b4,1605.07683,How large is the Dialog State Tracking Dataset?,"1,618 training dialogs, 500 validation dialogs, and 1,117 test dialogs",I don't know.,"['1605.07683_2_0', '1605.07683_4_0']","['Goal-Oriented Dialog Tasks', 'Acknowledgments']",0.5,0.0,True,exp1_boundary,clean
10210d5c31dc937e765051ee066b971b6f04d3af,1905.10044,what is the size of BoolQ dataset?, 16k questions,,"['1905.10044_13_0', '1905.10044_3_0', '1905.10044_8_0']","['Transfer Learning Results', 'Data Collection', 'Discussion']",0.0,1.0,False,exp1_boundary,clean
aecb485ea7d501094e50ad022ade4f0c93088d80,1702.06378,Can SCRF be used to pretrain the model?,no,I don't know.,"['1702.06378_1_0', '1702.06378_1_1', '1702.06378_8_0']","['Segmental Conditional Random Fields', 'Segmental Conditional Random Fields', 'Multitask Learning Results']",0.0,0.0,True,exp1_boundary,clean
225a567eeb2698a9d3f1024a8b270313a6d15f82,1605.04655,what were the baselines?,RNN model CNN model  RNN-CNN model attn1511 model Deep Averaging Network model avg mean of word embeddings in the sentence with projection matrix,"The baselines were the current state-of-art ensemble of hand-crafted syntactic and frame-semantic features, the Attentive Reader, the Neural Reasoner, and the HABCNN model family.","['1605.04655_2_0', '1605.04655_13_0', '1605.04655_10_0']","['Argus Dataset', 'Acknowledgments', 'Evaluation']",0.0,0.0,False,exp1_boundary,clean
955ca31999309685c1daa5cb03867971ca99ec52,1606.08140,What datasets are used to evaluate the model?,"WN18, FB15k",,"['1606.08140_0_0', '1606.08140_4_0', '1606.08140_5_0']","['Introduction', 'Task and evaluation protocol', 'Main results']",0.0,1.0,False,exp1_boundary,clean
6a31bd676054222faf46229fc1d283322478a020,1905.10810,How is PIEWi annotated?,"[error, correction] pairs","PlEWi is annotated with error type annotations, allowing the selection of only non-word errors for evaluation.","['1905.10810_0_0', '1905.10810_1_0', '1905.10810_5_0']","['Introduction', 'Problems of spelling correction for Polish', 'Experimental setup']",0.0,0.0,False,exp1_boundary,clean
d5ff8fc4d3996db2c96cb8af5a6d215484991e62,1912.09713,What are results of comparison between novel method to other approaches for creating compositional generalization benchmarks?,The MCD splits achieve a significantly higher compound divergence at a similar atom divergence when compared to the other experiments,Table TABREF18 compares the compound divergence $\mathcal {D}_C$ and atom divergence $\mathcal {D}_A$ of three MCD splits to a random split baseline as well as to several previously suggested compositionality experiments for both CFQ and the existing scan dataset.,"['1912.09713_0_0', '1912.09713_6_0', '1912.09713_2_0']","['Introduction', 'Compositionality Experiments for CFQ and scan', 'Distribution-Based Compositionality Assessment (DBCA) ::: Principles for measuring compositionality']",0.05,0.0,False,exp1_boundary,clean
c515269b37cc186f6f82ab9ada5d9ca176335ded,1909.02635,What evidence do they present that the model attends to shallow context clues?,Using model gradients with respect to input features they presented that the most important model inputs are verbs associated with entities which shows that the model attends to shallow context clues,,"['1909.02635_5_0', '1909.02635_1_0', '1909.02635_0_0']","['Studying Basic Transformer Representations for Entity Tracking ::: Results and Observations', 'Background: Process Understanding', 'Introduction']",0.0,1.0,False,exp1_boundary,clean
73e715e485942859e1db75bfb5f35f1d5eb79d2e,1703.08885,How can a neural model be used for a retrieval if the input is the entire Wikipedia?,"Using the answer labels in the training set, we can find appropriate articles that include the information requested in the question.",I don't know.,"['1703.08885_2_0', '1703.08885_6_0', '1703.08885_0_0']","['Comprehension Model', 'Learning Model (R2)', 'Introduction']",0.5,0.0,True,exp1_boundary,clean
0be0c8106df5fde4b544af766ec3d4a3d7a6c8a2,1711.06288,Is there any human evaluation involved in evaluating this famework?,yes,"Yes, there are two human evaluations involved in evaluating this framework.","['1711.06288_7_0', '1711.06288_8_0', '1711.06288_6_0']","['Experiments on ReferIt', 'Experiments on Oxford-102 Flower Dataset', 'Experiments on CoSaL']",0.0,0.0,False,exp1_boundary,boundary_cut
059acc270062921ad27ee40a77fd50de6f02840a,1702.03274,Do the authors test on datasets other than bAbl?,no,I don't know.,"['1702.03274_3_0', '1702.03274_3_2', '1702.03274_4_0']","['Supervised learning evaluation I', 'Supervised learning evaluation I', 'Supervised learning evaluation II']",0.0,0.0,True,exp1_boundary,clean
8fa7011e7beaa9fb4083bf7dd75d1216f9c7b2eb,1704.04539,Do the authors test their annotation projection techniques on tasks other than AMR?,no,"Yes, the authors mention that the annotation projection method has been used for tasks other than AMR, such as POS tagging, base noun phrase bracketing, NER tagging, inflectional morphological analysis, dependency parsing, role labeling, and semantic parsing.","['1704.04539_2_0', '1704.04539_5_0', '1704.04539_8_0']","['Method 1: Annotation Projection', 'Experiments', 'Related Work']",0.0,0.0,False,exp1_boundary,clean
2480dfe2d996afef840a81bd920aeb9c26e5b31d,1911.08829,What compleentary PIE extraction methods are used to increase reliability further?,exact string matching inflectional string matching,,"['1911.08829_27_0', '1911.08829_28_2', '1911.08829_25_0']","['Dictionary-based PIE Extraction ::: Results', 'Dictionary-based PIE Extraction ::: Analysis', 'Dictionary-based PIE Extraction ::: Parser-Based Extraction Methods']",0.0,1.0,False,exp1_boundary,clean
e2b0cd30cf56a4b13f96426489367024310c3a05,2001.07786,How is evaluation performed?,As the metric to assess how well the model's output fits the gold ranking Spearman's $\rho $ was used,"The evaluation is performed in terms of the predictions made by the models in the analysis phase, and the parameters can be tuned further.","['2001.07786_1_0', '2001.07786_19_0', '2001.07786_19_1']","['Task', 'Results and Discussion', 'Results and Discussion']",0.0,0.0,False,exp1_boundary,clean
5d83b073635f5fd8cd1bdb1895d3f13406583fbd,1909.08859,What are previously reported models?,Hasty Student Impatient Reader BiDAF BiDAF w/ static memory,"Previous models include a dynamic memory based network (BIBREF21), a memory augmented model (BIBREF22), a model utilizing pairwise relations between attended memories (BIBREF23), a model compiling supporting memories in tracking dialogue state (BIBREF24), a model using coreference annotations for reading comprehension tasks (BIBREF26), a language model incorporating entities (BIBREF27), a neural model predicting state changes of ingredients (BIBREF0), an entity-aware model tracking entity states (BIBREF1), a model incorporating hard and soft constraints (BIBREF3), and a model exploiting label consistency (BIBREF4).","['1909.08859_4_0', '1909.08859_13_0', '1909.08859_0_0']","['Procedural Reasoning Networks ::: Reasoning Module', 'Related Work', 'Introduction']",0.02469135802469136,0.0,False,exp1_boundary,clean
09f0dce416a1e40cc6a24a8b42a802747d2c9363,1810.04528,Which word embeddings are analysed?,Continuous Bag-of-Words (CBOW),Portuguese word2vec embeddings model.,"['1810.04528_3_0', '1810.04528_0_0', '1810.04528_1_0']","['Proposed Approach', 'Introduction', 'Related Work']",0.0,0.0,False,exp1_boundary,clean
252677c93feb2cb0379009b680f0b4562b064270,2003.01006,How large is the dataset?,"6,127 scientific entities, including 2,112 Process, 258 Method, 2,099 Material, and 1,658 Data entities",,"['2003.01006_20_0', '2003.01006_16_0', '2003.01006_20_1']","['Appendix: Supplemental Material', 'Scientific Entity Resolution ::: Our Annotation Process ::: Annotated Corpus Characteristics', 'Appendix: Supplemental Material']",0.0,1.0,False,exp1_boundary,clean
ac706631f2b3fa39bf173cd62480072601e44f66,2002.02224,Did they experiment on this dataset?,no,"I don't know. The text mentions that the dataset CzCDC 1.0 was used for the experiment, but it does not explicitly state that they experimented on this dataset.","['2002.02224_13_0', '2002.02224_9_0', '2002.02224_10_0']","['Acknowledgment', 'Methodology ::: Pipeline', 'Results']",0.0,0.0,True,exp1_boundary,clean
9122de265577e8f6b5160cd7d28be9e22da752b2,2001.02885,What were the previously reported results?,Figures FIGREF1 and FIGREF1 contain a summary of the papers addressing speculation detection and scope resolution,The previously reported results are not mentioned in the provided context.,"['2001.02885_1_2', '2001.02885_0_1', '2001.02885_2_0']","['Methodology and Experimental Setup', 'Introduction', 'Results: Speculation Cue Detection and Scope Resolution']",0.0,0.0,False,exp1_boundary,boundary_cut
b5a2b03cfc5a64ad4542773d38372fffc6d3eac7,1906.09774,How are EAC evaluated?,"Qualitatively through efficiency, effectiveness and satisfaction aspects and quantitatively through metrics such as precision, recall, accuracy, BLEU score and even human judgement.","EAC (Emotion Aware Chatbots) are evaluated using various metrics, including precision, recall, accuracy, perplexity, BLEU, and human judgment. Human judgment involves rating chatbots' responses based on criteria such as content, emotion, consistency, logic, and naturalness.","['1906.09774_5_0', '1906.09774_2_0', '1906.09774_6_0']","['Qualitative Assessment', 'Building Emotionally-Aware Chatbot (EAC)', 'Quantitative Assessment']",0.0,0.0,False,exp1_boundary,boundary_cut
3f5f74c39a560b5d916496e05641783c58af2c5d,2004.04696,How are the synthetic examples generated?,"Random perturbation of Wikipedia sentences using mask-filling with BERT, backtranslation and randomly drop out",I don't know.,"['2004.04696_0_1', '2004.04696_0_0', '2004.04696_13_0']","['Introduction', 'Introduction', 'Pre-Training on Synthetic Data ::: Modeling']",0.5,0.0,True,exp1_boundary,clean
2c8d5e3941a6cc5697b242e64222f5d97dba453c,1909.02560,How much dramatically results drop for models on generated adversarial examples?,BERT on Quora drops from 94.6% to 24.1%,The overall accuracy of BERT on Quora drops from 94.6% to 24.1%.,"['1909.02560_13_0', '1909.02560_3_0', '1909.02560_15_0']","['Experiments ::: Main Results', 'Related Work ::: Adversarial Example Generation', 'Experiments ::: Adversarial Training']",0.0,0.0,False,exp1_boundary,clean
70e9210fe64f8d71334e5107732d764332a81cb1,1812.06864,what is the state of the art on WSJ?,HMM-based system,"The current state-of-the-art on WSJ is an HMM-based system which uses a combination of convolutional, recurrent and fully connected layers, as well as speaker adaptation, and reaches a WER of 2.0 on nov92.","['1812.06864_6_0', '1812.06864_7_0', '1812.06864_6_1']","['Experiments', 'Word Error Rate results', 'Experiments']",0.05882352941176471,0.0,False,exp1_boundary,clean
f697d00a82750b14376fe20a5a2b249e98bebe9b,1908.01294,Which deep learning architecture do they use for sentence segmentation?,Bi-LSTM-CRF,Bi-LSTM-CRF (Bidirectional Long Short-Term Memory - Conditional Random Field) model.,"['1908.01294_0_0', '1908.01294_3_0', '1908.01294_15_0']","['Introduction', 'English punctuation restoration', 'Conclusions']",0.0,0.0,False,exp1_boundary,clean
3ebdc15480250f130cf8f5ab82b0595e4d870e2f,1908.10275,How many genres did they collect from?,77 genres,,"['1908.10275_1_0', '1908.10275_0_0', '1908.10275_2_0']","['Brief introduction to popular music', 'Motivation, Background and Related Work', 'Data Description']",0.0,1.0,False,exp1_boundary,clean
983c2fe7bdbf471bb8b15db858fd2cbec86b96a5,1911.05343,Do they compare against state of the art text generation?,yes,I don't know.,"['1911.05343_6_0', '1911.05343_0_0', '1911.05343_6_1']","['Experimental Results', 'Introduction', 'Experimental Results']",0.0,0.0,True,exp1_boundary,clean
12eba1598dca14db64dbc8b73484639363a4618e,1909.00338,Which features do they use to model Twitter messages?,"word unigrams, bigrams, and trigrams",They do not explicitly mention the features used to model Twitter messages in the provided context.,"['1909.00338_0_0', '1909.00338_2_0', '1909.00338_13_1']","['Background', 'Implementation ::: Data collection', 'Discussion']",0.0,0.0,False,exp1_boundary,clean
d13efa7dee280c7c2f6dc451c4fbbf0240fc2efa,1810.07091,Do they differentiate insights where they are dealing with learned or engineered representations?,yes,"Yes, they differentiate insights where they are dealing with learned or engineered representations.","['1810.07091_11_0', '1810.07091_9_0', '1810.07091_0_0']","['Classifiers', 'Hand-crafted Features', 'Introduction']",0.0,0.0,False,exp1_boundary,clean
9176d2ba1c638cdec334971c4c7f1bb959495a8e,1809.00530,What are the source and target domains?,"Book, electronics, beauty, music, IMDB, Yelp, cell phone, baby, DVDs, kitchen","The source domain and target domain are not explicitly stated in the context, but based on the information provided, it can be inferred that the source domain is the existing domain with sufficient labeled data, and the target domain is the new domain with very few or no labeled data.","['1809.00530_0_0', '1809.00530_6_0', '1809.00530_2_0']","['Introduction', 'Datasets and Experimental Settings', 'Notations and Model Overview']",0.0,0.0,False,exp1_boundary,clean
30db81df46474363d5749d7f6a94b7ef95cd3e01,1811.05085,What domains do they experiment with?,"Twitter, Yelp reviews and movie reviews","Twitter, Yelp, and movie reviews.","['1811.05085_12_0', '1811.05085_0_0', '1811.05085_7_0']","['Results and analysis', 'Introduction', 'Target domains']",0.0,0.0,False,exp1_boundary,clean
ef396a34436072cb3c40b0c9bc9179fee4a168ae,1705.04153,What tasks do they experiment with?,text classification and text semantic matching,,"['1705.04153_13_0', '1705.04153_8_0', '1705.04153_9_0']","['Discussion and Qualitative Analysis', 'Text Classification', 'Text Semantic Matching']",0.0,1.0,False,exp1_boundary,clean
5d5a571ff04a5fdd656ca87f6525a60e917d6558,1801.09030,Do they impose any grammatical constraints over the generated output?,no,I don't know.,"['1801.09030_0_1', '1801.09030_4_0', '1801.09030_5_0']","['Introduction', 'Basic Encoder-Decoder Model', 'Coverage Mechanism']",0.0,0.0,True,exp1_boundary,boundary_cut
526ae24fa861d52536b66bcc2d2ddfce483511d6,2002.06675,How big are improvements with multilingual ASR training vs single language training?,relative WER improvement of 10%.,A relative WER improvement of 10% was achieved with multilingual training in the speaker-open setting.,"['2002.06675_20_0', '2002.06675_19_0', '2002.06675_0_0']","['Experimental Evaluation ::: Results', 'Experimental Evaluation ::: Experimental Setting', 'Introduction']",0.125,0.0,False,exp1_boundary,clean
859e0bed084f47796417656d7a68849eb9cb324f,1806.09103,how are rare words defined?,low-frequency words,"For quite a lot of words, especially those rare ones, their word embedding is extremely hard to learn due to the data sparse issue.","['1806.09103_3_0', '1806.09103_0_0', '1806.09103_11_0']","['Subword-augmented Word Embedding', 'Introduction', 'Augmented Word Embedding']",0.0,0.0,False,exp1_boundary,boundary_cut
d8627ba08b7342e473b8a2b560baa8cdbae3c7fd,1908.05828,Do the authors train a Naive Bayes classifier on their dataset?,no,I don't know.,"['1908.05828_1_0', '1908.05828_0_0', '1908.05828_10_0']","['Related Work', 'Introduction', 'Experiments']",0.0,0.0,True,exp1_boundary,clean
39492338e27cb90bf1763e4337c2f697cf5082ba,1704.06125,How many CNNs and LSTMs were ensembled?,10 CNNs and 10 LSTMs,,"['1704.06125_2_0', '1704.06125_1_0', '1704.06125_9_0']","['LSTM', 'CNN', 'Results']",0.0,1.0,False,exp1_boundary,clean
327e06e2ce09cf4c6cc521101d0aecfc745b1738,2001.11381,What evaluation metrics did they look at?,accuracy with standard deviation,"Gramaticalidad (ortografía, conjugaciones correctas, concordancia en género y número) y Coherencia (legibilidad, percepción de una idea general).","['2001.11381_11_0', '2001.11381_5_0', '2001.11381_4_1']","['Experimentos y resultados ::: Resultados', 'Modelos propuestos ::: Modelo generativo estocástico usando cadenas de Markov', 'Modelos propuestos']",0.1111111111111111,0.0,False,exp1_boundary,clean
ffa7f91d6406da11ddf415ef094aaf28f3c3872d,1906.01081,By how much more does PARENT correlate with human judgements in comparison to other text generation metrics?,Best proposed metric has average correlation with human judgement of 0.913 and 0.846 compared to best compared metrics result of 0.758 and 0.829 on WikiBio and WebNLG challenge.,I don't know. The context does not provide a specific comparison of PARENT's correlation with other metrics.,"['1906.01081_10_0', '1906.01081_11_0', '1906.01081_8_0']","['WebNLG Dataset', 'Related Work', 'Correlation Comparison']",0.1111111111111111,0.0,True,exp1_boundary,clean
54415efa91566d5d7135fa23bce3840d41a6389e,1704.02686,What dimensions of word embeddings do they produce using factorization?,300-dimensional vectors,100-300 dimensions.,"['1704.02686_0_0', '1704.02686_6_0', '1704.02686_12_0']","['Introduction', 'Word Embedding Proposals', 'Multiplicative Compositionality']",0.0,0.0,False,exp1_boundary,clean
ec62c4cdbeaafc875c695f2d4415bce285015763,1910.03771,What state-of-the-art general-purpose pretrained models are made available under the unified API?,BERT RoBERTa DistilBERT GPT GPT2 Transformer-XL XLNet XLM,,"['1910.03771_8_0', '1910.03771_15_0', '1910.03771_13_0']","['Library design ::: Core components', 'Related work', 'Experimenting with Transformers ::: Ecosystem']",0.0,1.0,False,exp1_boundary,clean
3ee721c3531bf1b9a1356a40205d088c9a7a44fc,1909.05855,How did they gather the data?,"simulation-based dialogue generation, where the user and system roles are simulated to generate a complete conversation flow, which can then be converted to natural language using crowd workers ","They gathered the data by sampling a set of entities from Freebase and obtaining the values for slots defined in the schema from the appropriate attribute in Freebase. Some slots, like event dates/times and available ticket counts, were synthetically sampled.","['1909.05855_3_0', '1909.05855_4_0', '1909.05855_1_0']","['The Schema-Guided Dialogue Dataset ::: Services and APIs', 'The Schema-Guided Dialogue Dataset ::: Dialogue Simulator Framework', 'Related Work']",0.04878048780487806,0.0,False,exp1_boundary,clean
39a450ac15688199575798e72a2cc016ef4316b5,1712.03556,How much performance improvements they achieve on SQuAD?,Compared to baselines SAN (Table 1) shows  improvement of 1.096% on EM and 0.689% F1. Compared to other published SQuAD results (Table 2) SAN is ranked second.,"On AddSent, SAN achieves a +1.2 improvement in F1 score over the Standard 1-step answer module. On AddOneSent, SAN achieves a +0.7 improvement in F1 score over the Standard 1-step answer module.","['1712.03556_4_0', '1712.03556_3_0', '1712.03556_8_0']","['How robust are the results?', 'Results', 'Experiments results on MS MARCO']",0.06060606060606061,0.0,False,exp1_boundary,clean
4bd894c365d85e20753d9d2cb6edebb8d6f422e9,1911.05153,How authors create adversarial test set to measure model robustness?,"we devise a test set consisting of ‘adversarial’ examples, i.e, perturbed examples that can potentially change the base model's prediction.  We use two approaches described in literature: back-translation and noisy sequence autoencoder.",,"['1911.05153_14_0', '1911.05153_15_0', '1911.05153_0_0']","['Results and Discussion', 'Related Work', 'Introduction']",0.0,1.0,False,exp1_boundary,clean
86083a02cc9a80b31cac912c42c710de2ef4adfd,2002.08126,How do they obtain language identities?,model is trained to predict language IDs as well as the subwords we add language IDs in the CS point of transcriptio,"They obtain language identities by augmenting the output symbols set with language IDs $<chn>$ and $<eng>$, as shown in Fig. 1.","['2002.08126_2_0', '2002.08126_0_0', '2002.08126_1_0']","['RNN-T with language bias', 'Introduction', 'review of RNN-T']",0.0,0.0,False,exp1_boundary,boundary_cut
81dc39ee6cdacf90d5f0f62134bf390a29146c65,1911.03310,What challenges this work presents that must be solved to build better language-neutral representations?,contextual embeddings do not represent similar semantic phenomena similarly and therefore they are not directly usable for zero-shot cross-lingual tasks,"The challenges presented by this work that must be solved to build better language-neutral representations are:

1. Language overfitting
2. Hyper-parameter tuning
3. Limited language neutrality of mBERT, which can be approximated as a constant shift in the representation space.
4. Need for explicit bilingual projection to work well in zero-shot setups.","['1911.03310_0_0', '1911.03310_1_0', '1911.03310_9_0']","['Introduction', 'Related Work', 'Experimental Setup']",0.03773584905660378,0.0,False,exp1_boundary,clean
fc8bc6a3c837a9d1c869b7ee90cf4e3c39bcd102,1905.06566,Is the baseline a non-heirarchical model like BERT?,There were hierarchical and non-hierarchical baselines; BERT was one of those baselines,Yes.,"['1905.06566_10_1', '1905.06566_4_1', '1905.06566_10_2']","['Results', 'Pre-training', 'Results']",0.0,0.0,False,exp1_boundary,boundary_cut
3513682d4ee2e64725b956c489cd5b5995a6acf2,1907.08937,Which sampling method do they use to approximate similarity between the conditional probability distributions over entity pairs?,monte-carlo sequential sampling,I don't know. The context does not mention a specific sampling method used to approximate similarity between the conditional probability distributions over entity pairs.,"['1907.08937_0_0', '1907.08937_17_0', '1907.08937_0_1']","['Introduction', 'Real World Experiment', 'Introduction']",0.07999999999999999,0.0,True,exp1_boundary,clean
ecc63972b2783ee39b3e522653cfb6dc5917d522,1706.09673,How do they encourage understanding of literature as part of their objective function?,"They group the existing works in terms of the objective function they optimize - within-tweet relationships, inter-tweet relationships, autoencoder, and weak supervision.",I don't know.,"['1706.09673_2_0', '1706.09673_3_0', '1706.09673_6_0']","['Modeling within-tweet relationships', 'Modeling inter-tweet relationships', 'Modeling using weak supervision']",0.5,0.0,True,exp1_boundary,clean
f10325d022e3f95223f79ab00f8b42e3bb7ca040,1709.02271,How are discourse features incorporated into the model?,They derive entity grid with grammatical relations and RST discourse relations and concatenate them with pooling vector for the char-bigrams before feeding to the resulting vector to the softmax layer.,"Discourse features are incorporated into the model through two schema for creating discourse feature sequences from an entity grid, which are local and global reading.","['1709.02271_8_0', '1709.02271_5_0', '1709.02271_0_0']","['Analysis', 'Featurization', 'Introduction']",0.0,0.0,False,exp1_boundary,boundary_cut
